epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2597.31,0.50748,0.23146,0.9254,0.75737,0.41032,0.50444,0.24971,0.50282,0.22371,0.94297,0.00419936,0.00419936,0.00419936
180,2609.44,0.50105,0.23185,0.92298,0.75021,0.41399,0.51021,0.2505,0.50203,0.22546,0.94225,0.00415432,0.00415432,0.00415432
181,2621.8,0.51367,0.23611,0.92294,0.74368,0.41673,0.50809,0.24664,0.51533,0.22889,0.94591,0.00410942,0.00410942,0.00410942
182,2634.13,0.50446,0.23215,0.92572,0.75494,0.41887,0.51366,0.25461,0.496,0.22346,0.94049,0.00406468,0.00406468,0.00406468
183,2646.52,0.50682,0.22832,0.91975,0.74517,0.42138,0.51431,0.25512,0.48903,0.22036,0.93811,0.0040201,0.0040201,0.0040201
184,2658.94,0.49117,0.22564,0.92474,0.7361,0.41597,0.50632,0.24458,0.50767,0.22537,0.94249,0.00397568,0.00397568,0.00397568
185,2671.26,0.50067,0.22816,0.92362,0.73362,0.41745,0.5078,0.2481,0.5036,0.22481,0.94213,0.00393143,0.00393143,0.00393143
186,2683.72,0.50783,0.23432,0.92072,0.72178,0.42085,0.51059,0.24806,0.50944,0.22769,0.94342,0.00388734,0.00388734,0.00388734
187,2695.87,0.50023,0.2285,0.92212,0.73474,0.42039,0.51601,0.25521,0.49934,0.22613,0.94042,0.00384344,0.00384344,0.00384344
188,2708.25,0.50182,0.22877,0.92332,0.73661,0.42604,0.51808,0.2581,0.48974,0.2226,0.93828,0.00379972,0.00379972,0.00379972
189,2720.62,0.50975,0.23431,0.91966,0.75809,0.4181,0.51659,0.25581,0.4974,0.22413,0.94041,0.00375618,0.00375618,0.00375618
190,2733.02,0.49964,0.22823,0.92148,0.75191,0.41856,0.51603,0.25678,0.49399,0.22054,0.93897,0.00371283,0.00371283,0.00371283
191,2745.41,0.50216,0.22753,0.9216,0.7393,0.42116,0.51677,0.25544,0.49462,0.22033,0.9391,0.00366969,0.00366969,0.00366969
192,2757.7,0.49087,0.22404,0.91789,0.75947,0.41337,0.5136,0.25211,0.50054,0.22193,0.94123,0.00362674,0.00362674,0.00362674
193,2770.14,0.49632,0.22698,0.92285,0.75508,0.41734,0.51478,0.25334,0.50006,0.22217,0.94098,0.00358399,0.00358399,0.00358399
194,2782.62,0.4987,0.22832,0.91914,0.74574,0.41673,0.51307,0.25197,0.501,0.22442,0.94064,0.00354146,0.00354146,0.00354146
195,2794.84,0.4958,0.22745,0.92062,0.75296,0.41873,0.51479,0.25153,0.50223,0.22373,0.94157,0.00349914,0.00349914,0.00349914
196,2807.16,0.49901,0.22711,0.91771,0.74515,0.41686,0.51593,0.25412,0.5001,0.22324,0.94055,0.00345704,0.00345704,0.00345704
197,2819.55,0.48913,0.22204,0.92251,0.75506,0.41368,0.51338,0.25181,0.50517,0.22313,0.94224,0.00341517,0.00341517,0.00341517
198,2832.04,0.48186,0.21859,0.91941,0.74911,0.41459,0.51496,0.25391,0.50074,0.22017,0.94133,0.00337352,0.00337352,0.00337352
199,2844.2,0.48962,0.2214,0.92006,0.73561,0.4239,0.51519,0.25266,0.50287,0.22044,0.94181,0.00333211,0.00333211,0.00333211
200,2856.64,0.48866,0.22376,0.91812,0.75199,0.42482,0.51882,0.25525,0.49634,0.22098,0.94067,0.00329093,0.00329093,0.00329093
201,2868.84,0.49857,0.22779,0.92414,0.75631,0.4259,0.52124,0.25884,0.49457,0.22035,0.94023,0.00325,0.00325,0.00325
202,2881.2,0.49313,0.2272,0.91737,0.75803,0.4207,0.51872,0.25383,0.50136,0.22265,0.94205,0.00320931,0.00320931,0.00320931
203,2893.39,0.49082,0.22169,0.9175,0.75058,0.42116,0.52033,0.25703,0.49827,0.2214,0.93986,0.00316888,0.00316888,0.00316888
204,2905.35,0.48721,0.22134,0.91675,0.75245,0.42497,0.5224,0.25886,0.49713,0.22081,0.93971,0.0031287,0.0031287,0.0031287
205,2917.46,0.48943,0.22133,0.92119,0.74936,0.42223,0.52035,0.25388,0.50333,0.22394,0.94178,0.00308878,0.00308878,0.00308878
206,2929.62,0.48715,0.22277,0.91627,0.74669,0.42299,0.51939,0.25718,0.49543,0.22011,0.93954,0.00304912,0.00304912,0.00304912
207,2941.88,0.49747,0.22574,0.91644,0.75218,0.42436,0.52364,0.25759,0.49623,0.22079,0.94033,0.00300974,0.00300974,0.00300974
208,2954.16,0.48958,0.22262,0.91636,0.75715,0.42162,0.52018,0.25747,0.49421,0.22017,0.93978,0.00297062,0.00297062,0.00297062
209,2966.8,0.48685,0.22222,0.91882,0.74734,0.42218,0.51751,0.25826,0.49418,0.21963,0.93904,0.00293179,0.00293179,0.00293179
210,2978.96,0.48865,0.22409,0.918,0.75148,0.4207,0.52228,0.26113,0.49077,0.21762,0.93756,0.00289323,0.00289323,0.00289323
211,2991.14,0.49489,0.22887,0.91124,0.76317,0.42008,0.52137,0.26125,0.48933,0.21957,0.93745,0.00285497,0.00285497,0.00285497
212,3003.32,0.48946,0.22388,0.91928,0.76213,0.41765,0.5213,0.26226,0.48715,0.22023,0.93734,0.00281699,0.00281699,0.00281699
213,3015.63,0.48847,0.2231,0.9149,0.76459,0.42143,0.52387,0.2619,0.48925,0.21985,0.93847,0.0027793,0.0027793,0.0027793
214,3027.87,0.48701,0.22293,0.91524,0.76136,0.41963,0.5231,0.25944,0.4945,0.21987,0.94019,0.00274192,0.00274192,0.00274192
215,3040.05,0.49328,0.2227,0.91585,0.75751,0.42249,0.5214,0.25959,0.49327,0.21944,0.9397,0.00270483,0.00270483,0.00270483
216,3052.3,0.48757,0.22115,0.91655,0.75387,0.42314,0.52188,0.25957,0.49445,0.21938,0.94009,0.00266806,0.00266806,0.00266806
217,3064.66,0.48287,0.22032,0.9141,0.7665,0.41842,0.52347,0.26051,0.49259,0.21775,0.93955,0.00263159,0.00263159,0.00263159
218,3077.1,0.48476,0.22216,0.91171,0.76854,0.4146,0.52107,0.26198,0.49154,0.21714,0.93932,0.00259544,0.00259544,0.00259544
219,3089.34,0.49034,0.2234,0.91332,0.75987,0.41627,0.51734,0.25976,0.49083,0.21727,0.93766,0.00255961,0.00255961,0.00255961
220,3101.73,0.48461,0.21823,0.91174,0.75816,0.41795,0.51723,0.25952,0.49109,0.21601,0.93744,0.0025241,0.0025241,0.0025241
221,3114.13,0.47422,0.21478,0.91547,0.75934,0.41536,0.51714,0.2588,0.49333,0.21811,0.93749,0.00248891,0.00248891,0.00248891
222,3126.1,0.47523,0.21611,0.92063,0.75976,0.41658,0.52096,0.26123,0.49006,0.21791,0.93662,0.00245406,0.00245406,0.00245406
223,3138.6,0.48597,0.21744,0.91523,0.75765,0.41658,0.52086,0.26253,0.48912,0.21721,0.93671,0.00241954,0.00241954,0.00241954
224,3150.86,0.48187,0.2203,0.91604,0.7471,0.42207,0.52135,0.26038,0.49231,0.21699,0.93759,0.00238536,0.00238536,0.00238536
225,3163.16,0.48264,0.21941,0.91396,0.75997,0.41673,0.51997,0.26158,0.48987,0.21571,0.93657,0.00235151,0.00235151,0.00235151
226,3175.42,0.47044,0.21244,0.91347,0.75898,0.42146,0.52262,0.26371,0.48731,0.21377,0.93584,0.00231802,0.00231802,0.00231802
227,3187.6,0.47605,0.2178,0.91613,0.76614,0.42192,0.52643,0.26619,0.48378,0.21265,0.93467,0.00228487,0.00228487,0.00228487
228,3199.94,0.48056,0.21837,0.91433,0.76989,0.4207,0.52545,0.26394,0.48716,0.21505,0.93563,0.00225208,0.00225208,0.00225208
229,3212.21,0.47674,0.21472,0.91446,0.76829,0.42253,0.52346,0.26411,0.48591,0.21391,0.93506,0.00221964,0.00221964,0.00221964
230,3224.63,0.48054,0.21862,0.90955,0.77114,0.4207,0.52452,0.26345,0.48752,0.2134,0.93537,0.00218756,0.00218756,0.00218756
231,3236.81,0.48089,0.21686,0.91026,0.76518,0.42223,0.52406,0.26369,0.48716,0.2135,0.93568,0.00215585,0.00215585,0.00215585
232,3249.22,0.47609,0.21762,0.91172,0.76615,0.41978,0.52533,0.26338,0.48943,0.21386,0.93641,0.0021245,0.0021245,0.0021245
233,3261.4,0.47287,0.21464,0.91645,0.7722,0.41704,0.52402,0.26247,0.48832,0.21441,0.93622,0.00209352,0.00209352,0.00209352
234,3273.6,0.48318,0.2224,0.91133,0.76974,0.41945,0.52487,0.26411,0.48795,0.21466,0.93582,0.00206292,0.00206292,0.00206292
235,3286.01,0.47208,0.21335,0.90776,0.76383,0.42207,0.52523,0.26368,0.48781,0.2147,0.93585,0.00203269,0.00203269,0.00203269
236,3298.13,0.471,0.21284,0.91069,0.76052,0.41871,0.52083,0.26262,0.48805,0.21515,0.93656,0.00200284,0.00200284,0.00200284
237,3310.51,0.46899,0.21306,0.91187,0.7739,0.41551,0.52266,0.26288,0.49126,0.21586,0.93706,0.00197338,0.00197338,0.00197338
238,3322.77,0.47311,0.21708,0.91601,0.78088,0.41551,0.5241,0.2633,0.4917,0.21616,0.93724,0.0019443,0.0019443,0.0019443
239,3335.31,0.47159,0.21373,0.91291,0.76994,0.41734,0.5217,0.26194,0.49347,0.21726,0.93754,0.00191562,0.00191562,0.00191562
240,3347.48,0.48423,0.22052,0.91169,0.77741,0.41551,0.521,0.26085,0.4956,0.21637,0.93828,0.00188732,0.00188732,0.00188732
241,3359.97,0.47073,0.21298,0.91092,0.77537,0.41627,0.52207,0.26289,0.49108,0.215,0.93674,0.00185942,0.00185942,0.00185942
242,3372.22,0.468,0.20971,0.91446,0.76495,0.41719,0.52266,0.26263,0.49128,0.21531,0.93704,0.00183192,0.00183192,0.00183192
243,3384.51,0.45843,0.20642,0.91337,0.76603,0.41871,0.52389,0.26358,0.49249,0.2149,0.93728,0.00180483,0.00180483,0.00180483
244,3396.79,0.46936,0.21021,0.90965,0.76996,0.41845,0.52502,0.26411,0.49178,0.21467,0.93716,0.00177814,0.00177814,0.00177814
245,3409.19,0.46282,0.20972,0.9124,0.7775,0.41606,0.52689,0.2637,0.49387,0.21561,0.93777,0.00175185,0.00175185,0.00175185
246,3427.44,0.46578,0.21076,0.90986,0.77052,0.41567,0.52494,0.26475,0.49042,0.21425,0.93645,0.00172598,0.00172598,0.00172598
247,3448.17,0.46402,0.20996,0.91274,0.77007,0.41765,0.52451,0.26407,0.489,0.21374,0.93599,0.00170052,0.00170052,0.00170052
